id,lead_id,source_category,created_at,preferred_location,timezone_location,current_status
63,9cda91438502f3d2392345140bb28f05,Online,2024-07-04T14:16:30.345Z,KUNINGAN,Asia/Jakarta,Fresh
64,9cda91438502f3d2392345140bb28f05,Online,2024-07-04T14:16:30.345Z,KUNINGAN,Asia/Jakarta,Appointment
65,e6c2ff12308568c99fd1f50db9efba21,Online,2023-09-19T06:00:59.379Z,PONDOK INDAH,Asia/Jakarta,Warm
66,e6c2ff12308568c99fd1f50db9efba21,Online,2023-09-19T06:00:59.379Z,PONDOK INDAH,Asia/Jakarta,Lost
67,5e9d26efbbce48ce86360084483d8199,Online,2024-04-28T16:07:38.866Z,PANCORAN,Asia/Jakarta,Fresh
68,5e9d26efbbce48ce86360084483d8199,Online,2024-04-28T16:07:38.866Z,PANCORAN,Asia/Jakarta,Deal
69,1fcefd2d3bdca79467ae184e5f50cbb7,Online,2024-01-18T02:52:40.870Z,BENHIL,Asia/Jakarta,Maybe
70,1fcefd2d3bdca79467ae184e5f50cbb7,Online,2024-01-18T02:52:40.870Z,BENHIL,Asia/Jakarta,Fresh
71,1fcefd2d3bdca79467ae184e5f50cbb7,Online,2024-01-18T02:52:40.870Z,BENHIL,Asia/Jakarta,Fresh
72,dd42dfe3d02fb60f5ba1dd05119d22bb,Online,2023-12-26T07:36:50.481Z,BINTARO,Asia/Jakarta,Fresh
73,dd42dfe3d02fb60f5ba1dd05119d22bb,Online,2023-12-26T07:36:50.481Z,BINTARO,Asia/Jakarta,Warm
74,dd42dfe3d02fb60f5ba1dd05119d22bb,Online,2023-12-26T07:36:50.481Z,BINTARO,Asia/Jakarta,No Response
75,2fdec7d1801d992b028744c24653d97c,Online,2024-01-18T09:31:13.895Z,KELAPA GADING,Asia/Jakarta,Maybe
76,2fdec7d1801d992b028744c24653d97c,Online,2024-01-18T09:31:13.895Z,KELAPA GADING,Asia/Jakarta,Appointment
77,e0c45289c21d93e27440cea2759a64d3,Online,2024-03-06T15:49:32.109Z,KUNINGAN,Asia/Jakarta,Warm
78,d4bb359e9290f07c087cd7380bf24a17,Online,2024-05-31T03:16:22.470Z,TANGERANG,Asia/Jakarta,Fresh
79,d4bb359e9290f07c087cd7380bf24a17,Online,2024-05-31T03:16:22.470Z,TANGERANG,Asia/Jakarta,Maybe
80,d4bb359e9290f07c087cd7380bf24a17,Online,2024-05-31T03:16:22.470Z,TANGERANG,Asia/Jakarta,Lost
81,fd389e1bcc1b77e10f31a72af06011cc,Online,2024-01-06T03:58:18.398Z,KEMANG,Asia/Jakarta,Follow Up
82,fd389e1bcc1b77e10f31a72af06011cc,Online,2024-01-06T03:58:18.398Z,KEMANG,Asia/Jakarta,Warm
83,fd389e1bcc1b77e10f31a72af06011cc,Online,2024-01-06T03:58:18.398Z,KEMANG,Asia/Jakarta,Maybe
84,867245f9e2c0176963851a9843f03fcc,Online,2023-10-17T14:20:06.007Z,TEBET,Asia/Jakarta,Fresh
85,867245f9e2c0176963851a9843f03fcc,Online,2023-10-17T14:20:06.007Z,TEBET,Asia/Jakarta,Appointment
86,c24db2b7014d8b814406c71e90832693,Online,2024-05-16T00:23:21.684Z,BENHIL,Asia/Jakarta,Fresh
87,c4aa1f8cf8c80a8f43dd918597e52086,Online,2023-10-09T13:51:23.554Z,SUDIRMAN,Asia/Jakarta,Lost
88,0251dea32f3ec0ef1f0dd3073c91f898,Online,2023-11-21T09:58:03.123Z,TEBET,Asia/Jakarta,Fresh
89,cc80fd79e5a6af18f17ca2063bea51ab,Online,2023-11-14T23:45:16.025Z,CIKARANG,Asia/Jakarta,Fresh
90,cc80fd79e5a6af18f17ca2063bea51ab,Online,2023-11-14T23:45:16.025Z,CIKARANG,Asia/Jakarta,Fresh
91,cc80fd79e5a6af18f17ca2063bea51ab,Online,2023-11-14T23:45:16.025Z,CIKARANG,Asia/Jakarta,Warm
92,cc80fd79e5a6af18f17ca2063bea51ab,Online,2023-11-14T23:45:16.025Z,CIKARANG,Asia/Jakarta,Appointment
93,2f21cdda79f12c2e54d68021693d2026,Offline,2024-04-08T20:05:55.813Z,SETIABUDI,Asia/Jakarta,Fresh
94,2f21cdda79f12c2e54d68021693d2026,Offline,2024-04-08T20:05:55.813Z,SETIABUDI,Asia/Jakarta,Lost
95,2f21cdda79f12c2e54d68021693d2026,Offline,2024-04-08T20:05:55.813Z,SETIABUDI,Asia/Jakarta,Follow Up
96,2f21cdda79f12c2e54d68021693d2026,Offline,2024-04-08T20:05:55.813Z,SETIABUDI,Asia/Jakarta,Fresh
97,71621c4db461798f1d746f234de25162,Online,2024-08-19T22:34:45.601Z,PIK,Asia/Jakarta,Fresh
98,9503c106f9fc0b905fe68bc18aeff59e,Offline,2024-01-18T11:44:45.354Z,BEKASI,Asia/Jakarta,Deal
99,13af71c7e4a6562074d92b1ac6c3068f,Online,2024-08-29T15:31:16.486Z,PANCORAN,Asia/Jakarta,Fresh
100,13af71c7e4a6562074d92b1ac6c3068f,Online,2024-08-29T15:31:16.486Z,PANCORAN,Asia/Jakarta,Lost
101,79c9debe77e71a0d8bb3fd8b96b7aa2d,Offline,2024-04-26T00:46:21.055Z,GAJAH MADA,Asia/Jakarta,Warm
102,79c9debe77e71a0d8bb3fd8b96b7aa2d,Offline,2024-04-26T00:46:21.055Z,GAJAH MADA,Asia/Jakarta,Lost
103,b4acc908a1a06765e7228a9ec7d953e4,Online,2024-06-18T10:56:45.475Z,PANCORAN,Asia/Jakarta,Warm
104,b4acc908a1a06765e7228a9ec7d953e4,Online,2024-06-18T10:56:45.475Z,PANCORAN,Asia/Jakarta,Warm
105,b4acc908a1a06765e7228a9ec7d953e4,Online,2024-06-18T10:56:45.475Z,PANCORAN,Asia/Jakarta,Lost
106,b4acc908a1a06765e7228a9ec7d953e4,Online,2024-06-18T10:56:45.475Z,PANCORAN,Asia/Jakarta,Fresh
107,ac339188f52bb17bcf0f76a6a590e81a,Online,2024-06-26T03:56:42.076Z,PLUIT,Asia/Jakarta,Appointment
108,ac339188f52bb17bcf0f76a6a590e81a,Online,2024-06-26T03:56:42.076Z,PLUIT,Asia/Jakarta,Warm
109,266c5679fadbc8d3cb7062ea8574d012,Online,2023-12-08T18:09:05.487Z,BOGOR,Asia/Jakarta,Maybe
110,f2a06a1a901c44313226fc2b4d642484,Offline,2024-04-24T16:07:50.453Z,BINTARO,Asia/Jakarta,Fresh
111,ce2581770907152b826f1cb25ec8eba9,Online,2024-06-27T03:02:30.114Z,CIKINI,Asia/Jakarta,Fresh
112,ce2581770907152b826f1cb25ec8eba9,Online,2024-06-27T03:02:30.114Z,CIKINI,Asia/Jakarta,Follow Up
113,ce2581770907152b826f1cb25ec8eba9,Online,2024-06-27T03:02:30.114Z,CIKINI,Asia/Jakarta,Fresh
114,ce2581770907152b826f1cb25ec8eba9,Online,2024-06-27T03:02:30.114Z,CIKINI,Asia/Jakarta,Warm
115,ba67e0d279c5e0450f239cd204ec087f,Offline,2024-07-11T09:04:53.759Z,DEPOK,Asia/Jakarta,Warm
116,901c38a2795131a440fd5268f14f3341,Online,2023-10-13T01:16:01.949Z,SENAYAN,Asia/Jakarta,Fresh
117,887423dc446b6211c64b5592fa44dc1b,Online,2023-11-15T22:47:45.559Z,SETIABUDI,Asia/Jakarta,Fresh
118,887423dc446b6211c64b5592fa44dc1b,Online,2023-11-15T22:47:45.559Z,SETIABUDI,Asia/Jakarta,Follow Up
119,66d9f3ae3ec7c1a84a71375dfca50a36,Online,2023-09-23T06:22:20.520Z,DEPOK,Asia/Jakarta,No Response
120,4c6011e2a567ce4854f86dbbe9a97175,Online,2024-05-03T04:45:23.064Z,PIK,Asia/Jakarta,Maybe
121,bb016badf799826be20cf1385695acc9,Online,2024-04-08T18:15:17.676Z,PONDOK INDAH,Asia/Jakarta,Appointment
122,d55ee942c86c286f05dc71850a615d24,Online,2024-04-26T02:21:26.351Z,MENTENG,Asia/Jakarta,Lost
123,6f33e190aa2020758d45bdb1e5684fa7,Online,2023-09-22T12:43:47.511Z,TANGERANG,Asia/Jakarta,Fresh
124,6f33e190aa2020758d45bdb1e5684fa7,Online,2023-09-22T12:43:47.511Z,TANGERANG,Asia/Jakarta,Warm
125,bc0cda5622efbc2e1274ae45c5e0de06,Online,2024-03-22T23:15:42.173Z,SUDIRMAN,Asia/Jakarta,Maybe
126,9e8b2d597bc8a0aac5beadc6b570a2e2,Offline,2024-07-28T01:42:15.383Z,PIK,Asia/Jakarta,Fresh
127,9e8b2d597bc8a0aac5beadc6b570a2e2,Offline,2024-07-28T01:42:15.383Z,PIK,Asia/Jakarta,Fresh
128,9e8b2d597bc8a0aac5beadc6b570a2e2,Offline,2024-07-28T01:42:15.383Z,PIK,Asia/Jakarta,Maybe
129,9e8b2d597bc8a0aac5beadc6b570a2e2,Offline,2024-07-28T01:42:15.383Z,PIK,Asia/Jakarta,Lost
130,8c937d892ecbef0d4a62bd7481bfd3d7,Online,2024-02-15T22:58:50.431Z,ADITYAWARMAN,Asia/Jakarta,Warm
131,1fe33952c2b92bdc5bf5ea332ac7b389,Online,2024-01-20T04:54:35.873Z,TEBET,Asia/Jakarta,Lost
132,1fe33952c2b92bdc5bf5ea332ac7b389,Online,2024-01-20T04:54:35.873Z,TEBET,Asia/Jakarta,Fresh
133,c296320cf3ca7ed49a59d5d1bff6d917,Offline,2023-11-01T05:55:37.378Z,DEPOK,Asia/Jakarta,Maybe
134,d61998a8f7b74bdc67a3abc1f768eb8c,Online,2024-08-13T18:40:44.831Z,SETIABUDI,Asia/Jakarta,Warm
135,d61998a8f7b74bdc67a3abc1f768eb8c,Online,2024-08-13T18:40:44.831Z,SETIABUDI,Asia/Jakarta,Maybe
136,d61998a8f7b74bdc67a3abc1f768eb8c,Online,2024-08-13T18:40:44.831Z,SETIABUDI,Asia/Jakarta,Deal
137,d61998a8f7b74bdc67a3abc1f768eb8c,Online,2024-08-13T18:40:44.831Z,SETIABUDI,Asia/Jakarta,Fresh
138,ef6149dfae470ceea82ec0a35b044f49,Offline,2024-01-31T18:42:14.495Z,PIK,Asia/Jakarta,Warm
139,ef6149dfae470ceea82ec0a35b044f49,Offline,2024-01-31T18:42:14.495Z,PIK,Asia/Jakarta,Warm
140,ef6149dfae470ceea82ec0a35b044f49,Offline,2024-01-31T18:42:14.495Z,PIK,Asia/Jakarta,Warm
141,304903e5330250cec5f1e355be36888b,Online,2023-11-15T04:51:55.773Z,BEKASI,Asia/Jakarta,Maybe
142,304903e5330250cec5f1e355be36888b,Online,2023-11-15T04:51:55.773Z,BEKASI,Asia/Jakarta,No Response
143,304903e5330250cec5f1e355be36888b,Online,2023-11-15T04:51:55.773Z,BEKASI,Asia/Jakarta,Fresh
144,304903e5330250cec5f1e355be36888b,Online,2023-11-15T04:51:55.773Z,BEKASI,Asia/Jakarta,Fresh
145,5922a6ec403dcd5fb51b3efce4872e30,Online,2023-12-03T16:09:00.979Z,KUNINGAN,Asia/Jakarta,Warm
146,5922a6ec403dcd5fb51b3efce4872e30,Online,2023-12-03T16:09:00.979Z,KUNINGAN,Asia/Jakarta,Warm
147,5bde9d5145e23c34d88dc89b484ec0e6,Online,2023-12-14T11:42:39.758Z,ADITYAWARMAN,Asia/Jakarta,Warm
148,a2b33b9b2522634fd9e98956e66454ee,Offline,2023-12-29T09:05:48.726Z,PIK,Asia/Jakarta,Fresh
149,1b6e7a1b3dc472d9f4a662449e5a7025,Online,2024-05-24T17:55:43.217Z,BSD,Asia/Jakarta,Deal
150,946cae87d42a887c9fe7a4931e191678,Online,2024-03-08T07:53:33.290Z,ALAM SUTERA,Asia/Jakarta,Warm
151,2c6025fa60ca2921625064f837b6f2f0,Offline,2023-09-26T23:36:35.975Z,PONDOK INDAH,Asia/Jakarta,Fresh
152,d484cea3e90594639948d2853cd39f1b,Offline,2023-12-14T18:03:28.828Z,TEBET,Asia/Jakarta,Warm
153,d484cea3e90594639948d2853cd39f1b,Offline,2023-12-14T18:03:28.828Z,TEBET,Asia/Jakarta,Appointment
154,d484cea3e90594639948d2853cd39f1b,Offline,2023-12-14T18:03:28.828Z,TEBET,Asia/Jakarta,Fresh
155,f8fb2b6e40e3a66eee926ec2c46344e7,Online,2024-06-30T20:32:59.896Z,BOGOR,Asia/Jakarta,Fresh
156,d1ad2c7f12a6afd6c0563b57d3e7f86d,Online,2023-12-03T17:27:26.613Z,CIKINI,Asia/Jakarta,Follow Up
157,7ca2384b03e087347a8e2035b0a7b905,Online,2024-06-01T18:49:05.066Z,DEPOK,Asia/Jakarta,Fresh
158,7ca2384b03e087347a8e2035b0a7b905,Online,2024-06-01T18:49:05.066Z,DEPOK,Asia/Jakarta,Lost
159,7ca2384b03e087347a8e2035b0a7b905,Online,2024-06-01T18:49:05.066Z,DEPOK,Asia/Jakarta,Maybe
160,4db4c0d1dbdb83cc4ae6ff58049cddeb,Online,2024-06-20T06:06:50.602Z,SETIABUDI,Asia/Jakarta,Fresh
161,4db4c0d1dbdb83cc4ae6ff58049cddeb,Online,2024-06-20T06:06:50.602Z,SETIABUDI,Asia/Jakarta,Appointment
162,4db4c0d1dbdb83cc4ae6ff58049cddeb,Online,2024-06-20T06:06:50.602Z,SETIABUDI,Asia/Jakarta,Lost
163,9bf3742cbe7fce18390bec82bf9a3d30,Online,2024-07-18T06:47:05.214Z,THAMRIN,Asia/Jakarta,Fresh
164,e2075241ad9f9731d9fd82214b7bf475,Online,2024-01-15T22:42:57.308Z,BSD,Asia/Jakarta,Lost
165,e2075241ad9f9731d9fd82214b7bf475,Online,2024-01-15T22:42:57.308Z,BSD,Asia/Jakarta,Fresh
166,e2075241ad9f9731d9fd82214b7bf475,Online,2024-01-15T22:42:57.308Z,BSD,Asia/Jakarta,Fresh
167,e2075241ad9f9731d9fd82214b7bf475,Online,2024-01-15T22:42:57.308Z,BSD,Asia/Jakarta,Fresh
168,e97fa7955927176b3016bf7f88d641dc,Offline,2024-04-10T00:04:04.377Z,PASAR MINGGU,Asia/Jakarta,Fresh
169,3e5770f5b8dd482a5ad86e85d7798221,Online,2023-11-22T03:28:56.153Z,SUDIRMAN,Asia/Jakarta,Lost
170,d4bb359e9290f07c087cd7380bf24a17,Online,2024-05-31T03:16:22.470Z,TANGERANG,Asia/Jakarta,Fresh
171,5a0329ccca74973e4caeebef998dd0ef,Online,2024-04-05T11:51:37.840Z,MENTENG,Asia/Jakarta,Maybe
172,a07662b8119e55e3106cc80cd3007459,Offline,2023-12-23T13:29:02.132Z,PLUIT,Asia/Jakarta,Fresh
173,47e1fbdd998758a8db2cdbbf5cb35353,Offline,2023-12-10T14:17:44.261Z,PLUIT,Asia/Jakarta,Maybe
174,47e1fbdd998758a8db2cdbbf5cb35353,Offline,2023-12-10T14:17:44.261Z,PLUIT,Asia/Jakarta,Warm
175,47e1fbdd998758a8db2cdbbf5cb35353,Offline,2023-12-10T14:17:44.261Z,PLUIT,Asia/Jakarta,Appointment
176,98373bcd4d49c70b8dc51f0d61c170e8,Offline,2024-01-17T18:05:25.091Z,TEBET,Asia/Jakarta,Fresh
177,074e6b9fd5baa7f542a847bb8efea33d,Online,2024-08-10T09:58:51.339Z,MENTENG,Asia/Jakarta,Deal
178,2fdb31bcd80b0e0044bc6be91529deaa,Online,2023-12-03T09:50:27.591Z,TEBET,Asia/Jakarta,Lost
179,0af5adfba37bc5ff7ab169bdecb071df,Offline,2024-02-29T06:55:11.172Z,CILANDAK,Asia/Jakarta,Lost
180,6f98b9fda73ac4098320302fc5698b11,Online,2024-07-19T05:58:06.572Z,PASAR MINGGU,Asia/Jakarta,Warm
181,6f98b9fda73ac4098320302fc5698b11,Online,2024-07-19T05:58:06.572Z,PASAR MINGGU,Asia/Jakarta,Fresh
182,6f98b9fda73ac4098320302fc5698b11,Online,2024-07-19T05:58:06.572Z,PASAR MINGGU,Asia/Jakarta,Lost
183,6f98b9fda73ac4098320302fc5698b11,Online,2024-07-19T05:58:06.572Z,PASAR MINGGU,Asia/Jakarta,Deal
184,8c51387fccc8edd910fcfcfc9d188213,Online,2024-06-09T20:42:26.299Z,BSD,Asia/Jakarta,Deal
185,e9d909725a9ceb3bd2ff820af25bb030,Online,2024-06-22T13:00:14.567Z,TEBET,Asia/Jakarta,Fresh
186,e9d909725a9ceb3bd2ff820af25bb030,Online,2024-06-22T13:00:14.567Z,TEBET,Asia/Jakarta,Appointment
187,e9d909725a9ceb3bd2ff820af25bb030,Online,2024-06-22T13:00:14.567Z,TEBET,Asia/Jakarta,Maybe
188,8e3b36a45c17ff134eee52db9fa0d4af,Online,2023-10-15T19:52:23.911Z,KEMANG,Asia/Jakarta,Warm
189,8e3b36a45c17ff134eee52db9fa0d4af,Online,2023-10-15T19:52:23.911Z,KEMANG,Asia/Jakarta,Fresh
190,ad0202328fbb125f2a99846db8af4c11,Online,2024-06-11T15:15:19.061Z,PLUIT,Asia/Jakarta,Maybe
191,ad0202328fbb125f2a99846db8af4c11,Online,2024-06-11T15:15:19.061Z,PLUIT,Asia/Jakarta,Fresh
192,ad0202328fbb125f2a99846db8af4c11,Online,2024-06-11T15:15:19.061Z,PLUIT,Asia/Jakarta,Deal
193,ad0202328fbb125f2a99846db8af4c11,Online,2024-06-11T15:15:19.061Z,PLUIT,Asia/Jakarta,Maybe
194,5ea04ffd13af05fc3d89d3cc94ff8c1d,Online,2024-01-18T03:03:36.808Z,DEPOK,Asia/Jakarta,Maybe
195,4b3ab0723a0bdf6216b15e2cc2f280a7,Offline,2024-05-01T22:07:48.766Z,SENAYAN,Asia/Jakarta,Warm
196,8b3f5b07312ce3550d5a02179e34d44f,Online,2023-10-11T15:36:03.995Z,BENHIL,Asia/Jakarta,Lost
197,0251dea32f3ec0ef1f0dd3073c91f898,Online,2023-11-21T09:58:03.123Z,TEBET,Asia/Jakarta,Fresh
198,15361f76e7dc07e458fa17d928c2abb4,Online,2023-12-07T00:06:25.231Z,PIK,Asia/Jakarta,Fresh
199,15361f76e7dc07e458fa17d928c2abb4,Online,2023-12-07T00:06:25.231Z,PIK,Asia/Jakarta,Deal
200,15361f76e7dc07e458fa17d928c2abb4,Online,2023-12-07T00:06:25.231Z,PIK,Asia/Jakarta,Deal
201,fe63b2b925a0e480faa0b66872ba4aa4,Online,2023-10-24T06:27:24.428Z,BOGOR,Asia/Jakarta,Fresh
202,fe63b2b925a0e480faa0b66872ba4aa4,Online,2023-10-24T06:27:24.428Z,BOGOR,Asia/Jakarta,Warm
203,fe63b2b925a0e480faa0b66872ba4aa4,Online,2023-10-24T06:27:24.428Z,BOGOR,Asia/Jakarta,Warm
204,fb8afe8ddfee42c7e58e978702c40771,Offline,2024-07-24T01:06:56.193Z,CIPUTAT,Asia/Jakarta,Lost
205,03b0eaed7a5bedc098bd1381363a9f88,Offline,2024-06-24T14:16:44.653Z,PANCORAN,Asia/Jakarta,Fresh
206,03b0eaed7a5bedc098bd1381363a9f88,Offline,2024-06-24T14:16:44.653Z,PANCORAN,Asia/Jakarta,Appointment
207,123d64594d821896064c51101d53b1b3,Online,2024-06-02T01:12:38.411Z,ADITYAWARMAN,Asia/Jakarta,Fresh
208,123d64594d821896064c51101d53b1b3,Online,2024-06-02T01:12:38.411Z,ADITYAWARMAN,Asia/Jakarta,Warm
209,123d64594d821896064c51101d53b1b3,Online,2024-06-02T01:12:38.411Z,ADITYAWARMAN,Asia/Jakarta,Deal
210,bdc35261506e87867fccd300165dd8e8,Online,2023-11-11T00:36:42.723Z,BENHIL,Asia/Jakarta,Maybe
211,bdc35261506e87867fccd300165dd8e8,Online,2023-11-11T00:36:42.723Z,BENHIL,Asia/Jakarta,Deal
