transaction_id,transaction_status,transaction_at,transaction_location,timezone_transaction,transaction_type
8ccc444447234e31438a1700e375e309,PAID,2024-03-10T00:50:02.459Z,SETIABUDI,Asia/Jakarta,NEW
a0ab5050f0bedd65910776ca28a64fa6,PAID,2024-06-10T17:33:08.018Z,BENHIL,Asia/Jakarta,NEW
53b30e6d6e7208ae1958248e17cf32ff,PAID,2024-02-03T12:19:20.925Z,SERPONG,Asia/Jakarta,NEW
ead993790f252fd3edaa567dca436582,PAID,2024-08-28T05:32:21.798Z,ARTERI PONDOK INDAH,Asia/Jakarta,NEW
c6155c8a02e5b1ceac019b12e4ccab3d,PAID,2024-04-16T19:07:00.926Z,PLUIT,Asia/Jakarta,RENEWAL
8e3485022eae2c18a5d89e1fa6c4f95c,PAID,2024-04-25T02:29:36.839Z,BINTARO,Asia/Jakarta,UPGRADE
fdeebb34a650790094886425d20cb712,PAID,2024-01-05T11:09:03.057Z,ALAM SUTERA,Asia/Jakarta,NEW
5a7eb3e08630c08f2398ad2440ecb0db,PENDING,2024-02-10T21:17:47.267Z,BINTARO,Asia/Jakarta,NEW
5bbdb486c84af3e043bfb5e53eabaf7d,PAID,2024-08-09T11:57:30.905Z,BSD,Asia/Jakarta,REJOIN
91e201e5200babb195dde1def1310dca,PAID,2024-02-08T00:08:17.810Z,UBUD,Asia/Makassar,NEW
56044b55f8d9066c5b83d1d203cf077c,PAID,2024-07-19T01:27:19.266Z,GREENVILLE,Asia/Jakarta,UPGRADE
df32fc7f8151eeb6a54682faf29b9098,FAILED,2024-06-19T09:53:38.705Z,BINTARO,Asia/Jakarta,NEW
27e334bd22358253fb1f16fcb63a1360,PAID,2024-04-25T00:54:28.474Z,PONDOK INDAH,Asia/Jakarta,NEW
b03db9adaaea932164be36b2d70d8ade,PAID,2024-02-11T07:32:01.039Z,KUNINGAN,Asia/Jakarta,NEW
bf35d7370c55b7f28eb9a4601eaa9146,CANCELLED,2024-06-28T11:14:18.217Z,TEBET,Asia/Jakarta,UPGRADE
1c3abd2adc6fcac7c3bafa7cc5a5791e,EXPIRED,2024-08-07T06:21:13.927Z,MAMPANG,Asia/Jakarta,NEW
859a31499d27c3689bf1e8a4731da116,PAID,2024-02-26T02:05:59.717Z,MAMPANG,Asia/Jakarta,NEW
8d0d79ad56f1aa09ae5f87e0ba5d578c,PAID,2024-01-21T11:23:19.846Z,KEMANG,Asia/Jakarta,NEW
75fd53713b2f1f6869610d7c08862abe,PENDING,2024-03-08T12:54:21.103Z,SUNSET ROAD,Asia/Makassar,NEW
61e0d24bd20099e78dc6b61a9fa2c817,PAID,2024-02-17T06:03:16.989Z,MAMPANG,Asia/Jakarta,NEW
17497be5bb2c487aee000ea9649fd95f,PENDING,2024-02-15T07:46:23.371Z,SEMINYAK,Asia/Makassar,NEW
c7c74c549ac9db02d9f366c37b542ecc,FAILED,2024-08-10T02:34:15.15Z,THAMRIN,Asia/Jakarta,RENEWAL
cae518c3ce39a734cc71cc39ee879332,PAID,2024-07-19T20:48:54.877Z,BSD,Asia/Jakarta,NEW
f51ac295800fd794c6fcdf4032108d7f,PENDING,2024-02-04T22:27:40.263Z,SUNSET ROAD,Asia/Makassar,RENEWAL
1e82d53b2ff080e48bc71503b97a7565,PAID,2024-01-05T21:34:17.479Z,PONDOK INDAH,Asia/Jakarta,NEW
0e3ede271eda75d7a230b82d4624d527,PAID,2024-07-18T09:46:19.058Z,KUNINGAN,Asia/Jakarta,NEW
e8d1cf6433662df2a7887cf450642d83,PAID,2024-08-24T08:09:03.748Z,GREENVILLE,Asia/Jakarta,NEW
39bc931b6b0c5dd70e7d42d525908781,FAILED,2024-05-28T02:48:15.590Z,BSD,Asia/Jakarta,RENEWAL
df78880f3214d01b30998b1db0178416,PAID,2024-08-10T11:16:08.473Z,MAMPANG,Asia/Jakarta,NEW
df66d86fc5356fcedd08fe36a5816802,REFUNDED,2024-01-16T15:18:49.035Z,PONDOK INDAH,Asia/Jakarta,NEW
e9ac0110301520fee19e78ee94bb47b3,PENDING,2024-07-31T20:00:26.310Z,PONDOK INDAH,Asia/Jakarta,NEW
43386905d3874f4c21d7067b13fb255a,PAID,2024-02-06T21:56:47.756Z,PLUIT,Asia/Jakarta,RENEWAL
f4aab616816f2d491db45589a0bf648c,PAID,2024-05-08T04:34:40.331Z,MENTENG,Asia/Jakarta,NEW
35fef04e48496db670a701368ae2366c,PAID,2024-03-07T07:14:50.371Z,SETIABUDI,Asia/Jakarta,REJOIN
d81ebdfe6248832a95fa06c4b04d9a37,EXPIRED,2024-07-18T17:57:29.147Z,CIKINI,Asia/Jakarta,RENEWAL
12c1128d9c00c5b5241e95760e9f7930,PAID,2024-06-25T21:02:22.31Z,SETIABUDI,Asia/Jakarta,RENEWAL
ef1aa966b0d1260e655d5af6e8675640,PENDING,2024-04-14T17:29:05.557Z,DENPASAR,Asia/Makassar,NEW
7dc25b6f3f8372b4e95393d1884c6a94,PENDING,2024-03-30T22:20:22.328Z,PONDOK INDAH,Asia/Jakarta,REJOIN
1ecc3b14d65d7aade25cbe0b7f6e1449,PAID,2024-03-03T22:04:17.441Z,SENAYAN,Asia/Jakarta,NEW
604a2d9b46a50dc40d9031c3eb1b6bd4,REFUNDED,2024-05-12T03:49:17.708Z,SUNSET ROAD,Asia/Makassar,NEW
da8a3adc73fd822c34f251a2a77b0b2a,EXPIRED,2024-08-06T18:02:35.246Z,BSD,Asia/Jakarta,NEW
8c2a97cd1453043b71575210fc1bf917,FAILED,2024-05-19T12:52:36.941Z,MENTENG,Asia/Jakarta,NEW
9bba1b0625f8ea1b496a532ed401cef6,PAID,2024-03-02T03:50:34.306Z,BENHIL,Asia/Jakarta,NEW
232a6fd73509d8210be10f2b60ca9788,EXPIRED,2024-06-04T21:00:41.984Z,MENTENG,Asia/Jakarta,RENEWAL
cb5a965a2d8ad3bb298f53743f3b3da3,PAID,2024-03-28T23:38:23.554Z,ALAM SUTERA,Asia/Jakarta,NEW
891617d8bc1fb1d62f9c2c0350934b6e,PAID,2024-05-17T17:41:06.172Z,PLUIT,Asia/Jakarta,NEW
cb0438857d55590e35b0f7c7142edad9,PENDING,2024-06-21T11:12:35.014Z,SUDIRMAN,Asia/Jakarta,REJOIN
770d19a9dfb73f8584293db57e55733e,PAID,2024-04-15T21:26:22.393Z,PLUIT,Asia/Jakarta,NEW
498ff08cdcaa54cdfa4cb8a586055f75,CANCELLED,2024-03-20T18:06:49.007Z,SENAYAN,Asia/Jakarta,NEW
66ce92b49af13e9457fbbed52e8ca300,PAID,2024-02-08T16:03:31.201Z,BINTARO,Asia/Jakarta,RENEWAL
201d9b04a0505d079c2dc19cf6fd05a5,PENDING,2024-02-06T07:00:18.019Z,MENTENG,Asia/Jakarta,NEW
c1d6898a95b4bcc4cf748f207ac5f3c1,PAID,2024-03-20T14:09:59.568Z,ARTERI PONDOK INDAH,Asia/Jakarta,NEW
9beddc85b7d3ee63c0a0cea536e6ad00,PAID,2024-06-14T06:58:13.658Z,BSD,Asia/Jakarta,NEW
7fc7ecf2410d359f30cdb0c762eac2e2,PENDING,2024-03-06T12:47:23.475Z,THAMRIN,Asia/Jakarta,NEW
5ebef03cb083610f5e17262a2b8157e5,CANCELLED,2024-01-29T02:42:27.279Z,KEMANG,Asia/Jakarta,NEW
4f30cf4507456fb46862cecea38fbbfd,EXPIRED,2024-01-20T05:28:00.415Z,ALAM SUTERA,Asia/Jakarta,REJOIN
a85f0bd89f3ab6b689a5a8394e7b8732,PAID,2024-05-22T01:25:36.244Z,UBUD,Asia/Makassar,NEW
a2fdae55d66b65a84a4471ab28027a98,PAID,2024-08-09T13:54:40.265Z,DENPASAR,Asia/Makassar,NEW
b453d1ad36c95075b46ac569e3fb5a51,PAID,2024-01-10T22:30:35.110Z,UBUD,Asia/Makassar,NEW
7d67e778dab60a8cc131d11c90ab70b6,PAID,2024-02-26T12:23:11.328Z,SETIABUDI,Asia/Jakarta,NEW
0f4454d88604dcd430857795c3e80586,PAID,2024-06-19T12:46:41.298Z,SETIABUDI,Asia/Jakarta,NEW
f96b332d12ed70bb23bbc82cb873103d,PENDING,2024-01-23T00:09:11.946Z,BSD,Asia/Jakarta,NEW
d439582e5d2cf606a3817b6a1d1eff84,FAILED,2024-02-06T02:44:36.205Z,KELAPA GADING,Asia/Jakarta,RENEWAL
98124ed3e09f5fa0573b2c41818c9708,PENDING,2024-05-17T00:59:44.078Z,ADITYAWARMAN,Asia/Jakarta,NEW
22f5dd721e17817288536323d8e0f7c9,PAID,2024-04-12T14:16:54.031Z,BSD,Asia/Jakarta,NEW
191a33c8dd1513c241c925ec0c282cc3,PENDING,2024-01-02T02:32:20.810Z,SENAYAN,Asia/Jakarta,NEW
85191d056af9c7c74b407ca26af8b9aa,FAILED,2024-03-31T03:12:22.245Z,SUNSET ROAD,Asia/Makassar,NEW
37eab6ccafd61ad59dc0701c697535d9,CANCELLED,2024-06-20T16:01:49.417Z,THAMRIN,Asia/Jakarta,NEW
1a0d24f53e9e67f8f3d2802f7c4518d8,FAILED,2024-06-10T13:39:30.077Z,PONDOK INDAH,Asia/Jakarta,NEW
444bafc0a7b0ee1648297f70e43e8f29,PAID,2024-01-11T00:30:47.430Z,SUDIRMAN,Asia/Jakarta,REJOIN
1fa7f5e5d708e3c048ae9fc5b4e79e6a,PAID,2024-04-13T15:12:34.115Z,KELAPA GADING,Asia/Jakarta,UPGRADE
7dac52c78ac45e84a4c0d95f4318ca6c,PAID,2024-02-15T18:15:52.793Z,ADITYAWARMAN,Asia/Jakarta,NEW
cd675db2b6e43ae109363bcad23d3140,PAID,2024-05-29T06:13:23.627Z,GADING SERPONG,Asia/Jakarta,NEW
c989e459e1081f37c78f9908774ef838,CANCELLED,2024-01-12T20:11:34.228Z,KEMANG,Asia/Jakarta,NEW
861ab96893dfcf5f1727ab753643b873,FAILED,2024-04-25T01:03:59.765Z,BSD,Asia/Jakarta,NEW
b9056dab88a9551bb60bc5d5e7155efd,PAID,2024-04-07T20:15:20.672Z,TEBET,Asia/Jakarta,NEW
bff6b6cd203960dc70e8159e7a33e619,PAID,2024-06-19T17:38:34.779Z,MAMPANG,Asia/Jakarta,NEW
076ab3ab72e913f36cdab01fc003e3ae,PAID,2024-06-30T17:17:09.018Z,GADING SERPONG,Asia/Jakarta,NEW
ce128958f6e10a189c8ba97a8328d3bb,PAID,2024-07-31T02:10:10.532Z,ALAM SUTERA,Asia/Jakarta,UPGRADE
bdd154c29fc011b98769aebcedb0ad6e,PAID,2024-02-22T02:16:22.258Z,GREENVILLE,Asia/Jakarta,NEW
0622fa79cc5c08585d0c35120d651173,PAID,2024-06-07T06:12:31.953Z,BENHIL,Asia/Jakarta,RENEWAL
f134e04bf27abbc340b34fa9a9b41105,PENDING,2024-07-17T04:06:11.704Z,MAMPANG,Asia/Jakarta,NEW
7e46b2fed7536c13559d11ca4407d041,PAID,2024-02-20T12:20:18.958Z,SETIABUDI,Asia/Jakarta,NEW
b2c45813c46c33365a7d0ad30717b117,PAID,2024-03-15T02:17:18.069Z,GREENVILLE,Asia/Jakarta,NEW
3508739fe6060885177fc2ca14c1b748,PAID,2024-07-01T15:32:51.703Z,GADING SERPONG,Asia/Jakarta,NEW
379a2cfbd5e239e130723b9f6a0f378f,PAID,2024-03-15T17:19:34.853Z,SERPONG,Asia/Jakarta,RENEWAL
c4fc026b9c3d2c97864846ef25c261dc,PENDING,2024-04-14T10:39:03.990Z,SUDIRMAN,Asia/Jakarta,RENEWAL
0e1044fd68dca813a9cef31e92b4358a,PAID,2024-03-23T11:05:57.688Z,SUNSET ROAD,Asia/Makassar,REJOIN
75cfe75ff1f862b5b675fae18e9a7758,PAID,2024-07-06T01:48:30.709Z,KELAPA GADING,Asia/Jakarta,NEW
25fcdaabf3c44d9de9308b4102b034bf,PAID,2024-03-18T00:39:45.152Z,ARTERI PONDOK INDAH,Asia/Jakarta,NEW
54bd5e4410f2d5829fccd64041712c77,FAILED,2024-06-18T02:53:22.141Z,SENAYAN,Asia/Jakarta,NEW
3d7c88503083b732ffe2075babc684c5,PAID,2024-04-05T05:10:11.472Z,THAMRIN,Asia/Jakarta,NEW
cbda741a961c87df6b8cb50c1e2df81a,PAID,2024-05-12T08:28:45.447Z,BENHIL,Asia/Jakarta,REJOIN
bbb0ea8b5d9636cb5e781ffb632cc63c,REFUNDED,2024-07-18T05:55:22.346Z,SEMINYAK,Asia/Makassar,NEW
8dbf95bdaa0035c400f35ef4964f0acc,PAID,2024-01-21T06:41:49.910Z,SETIABUDI,Asia/Jakarta,RENEWAL
d4a6d285d5dde2fbaa0d875ccd353150,PAID,2024-07-12T08:28:59.758Z,DENPASAR,Asia/Makassar,NEW
a476ae955db5e9fe170f338eada97902,PAID,2024-05-18T11:52:43.103Z,SUNSET ROAD,Asia/Makassar,NEW
c3ef66be345b288a2ff8c2e8cd5e308e,PAID,2024-08-05T11:15:00.218Z,BSD,Asia/Jakarta,RENEWAL
c6944687105bb34829e39bbbb4de0f71,PAID,2024-05-04T06:00:12.471Z,SUNSET ROAD,Asia/Makassar,NEW
86bf3d564a729146dc974878835611b5,PAID,2024-08-10T08:45:28.561Z,BSD,Asia/Jakarta,NEW
b5ae6648abf25dc9a5f8621ec05775e5,PAID,2024-02-15T03:32:18.34Z,CIKINI,Asia/Jakarta,RENEWAL
9d0c1ca0e47f613b24361fe128fc2d07,PAID,2024-03-10T16:53:13.611Z,SEMINYAK,Asia/Makassar,RENEWAL
1205b27135f31d56770ae2ecaa79ec8e,EXPIRED,2024-05-10T20:53:24.676Z,ARTERI PONDOK INDAH,Asia/Jakarta,NEW
de8226b0cc80c6a9b6ffe9564eccdfb5,FAILED,2024-08-10T18:26:15.878Z,UBUD,Asia/Makassar,NEW
df7d061648b0926e96ec1750d414c388,PAID,2024-04-17T19:42:01.467Z,TEBET,Asia/Jakarta,REJOIN
abf0dc49dbf5dd48701ce39e14d9faca,PAID,2024-03-27T15:41:14.485Z,TEBET,Asia/Jakarta,RENEWAL
402f4f169f367506a7834815eee7e917,PAID,2024-05-27T11:06:24.982Z,SETIABUDI,Asia/Jakarta,NEW
74592c57f75cfb7e3fa2334bb96318ac,PENDING,2024-03-16T00:23:37.694Z,SENAYAN,Asia/Jakarta,RENEWAL
4f14eb85b829fe3319bfa6f09b6de86d,CANCELLED,2024-08-30T01:28:40.544Z,ARTERI PONDOK INDAH,Asia/Jakarta,UPGRADE
b85e42229c2898680063c3d31765c3ad,PAID,2024-03-11T06:14:53.202Z,BINTARO,Asia/Jakarta,NEW
51a648e3245eb6201da2a0851bb82a6a,PAID,2024-06-03T17:05:47.103Z,SUNSET ROAD,Asia/Makassar,REJOIN
af54a36b6218fe1873a7c4ed7272ab9f,FAILED,2024-05-05T01:37:45.245Z,BENHIL,Asia/Jakarta,NEW
b5b5b4f701bda2db16a005df5ecd9faf,PAID,2024-05-11T00:41:40.129Z,SETIABUDI,Asia/Jakarta,NEW
934886a284cbc83e8646bd7b37545cb3,PAID,2024-04-09T08:19:04.65Z,SENAYAN,Asia/Jakarta,REJOIN
85669ed4c57bb213e0256f422ab50a30,PAID,2024-05-25T11:57:58.521Z,GREENVILLE,Asia/Jakarta,NEW
769406605c5a930a943de399505a9813,EXPIRED,2024-03-29T15:22:52.118Z,THAMRIN,Asia/Jakarta,NEW
a653a8847b70a79297f2ffcbfe4db1e2,PAID,2024-05-15T02:09:57.528Z,ARTERI PONDOK INDAH,Asia/Jakarta,NEW
1814836d984c9bd5fa2a120e30f38542,FAILED,2024-01-23T14:54:50.029Z,BSD,Asia/Jakarta,NEW
5608c8122c8bcad48bb1443fcfdab52d,REFUNDED,2024-02-11T08:36:20.082Z,SERPONG,Asia/Jakarta,RENEWAL
efb4d2d80e7db8d3e5051191244eedf7,PAID,2024-01-23T21:06:00.749Z,DENPASAR,Asia/Makassar,NEW
fa79e686cdf34f824017c7579ccb627e,FAILED,2024-03-12T16:14:56.483Z,PONDOK INDAH,Asia/Jakarta,NEW
fa39e45149d5cd4c289eb2a1f67db6d2,PAID,2024-06-17T13:13:56.397Z,GREENVILLE,Asia/Jakarta,NEW
bd293a71fd7ea16dfa9f251cf244cc09,PAID,2024-02-03T12:17:01.269Z,BENHIL,Asia/Jakarta,NEW
475cb13051bcf30c6e641f876cd726e6,PAID,2024-04-05T04:35:50.570Z,ALAM SUTERA,Asia/Jakarta,UPGRADE
ae604723dd6ae26046b8310104cb21af,PENDING,2024-03-10T18:46:28.63Z,THAMRIN,Asia/Jakarta,NEW
6184f663f5ad6c4107d37c4286fe3860,FAILED,2024-06-19T19:36:54.727Z,BINTARO,Asia/Jakarta,RENEWAL
c68dc5c108ad8914f795f9f8a401693d,PAID,2024-01-09T07:21:23.288Z,SUDIRMAN,Asia/Jakarta,NEW
8a818555d443e899367fdc282c04b5be,PENDING,2024-02-10T13:54:45.188Z,PONDOK INDAH,Asia/Jakarta,NEW
a03f665bba6983ffcf7d3bbfde4c745c,PENDING,2024-03-01T10:57:28.913Z,GREENVILLE,Asia/Jakarta,NEW
512b3d5d4460660d60f3401b9834f5fe,PAID,2024-08-15T19:49:19.829Z,ADITYAWARMAN,Asia/Jakarta,NEW
26e7521fca5634a08804bf4468779eb2,PENDING,2024-02-19T13:50:08.214Z,ADITYAWARMAN,Asia/Jakarta,RENEWAL
5ff7ca2f217076f6dc93476a859f3501,EXPIRED,2024-07-10T11:29:47.989Z,BENHIL,Asia/Jakarta,NEW
65fa6f7811a7680b7cd4969a07e571a9,PAID,2024-08-08T02:20:02.409Z,BENHIL,Asia/Jakarta,RENEWAL
f078bf97a8bf05e0c0ac363b8959fcf3,REFUNDED,2024-06-23T02:30:31.179Z,TEBET,Asia/Jakarta,NEW
458c01d0dab516e80ed7c7d1e24e0e4e,PENDING,2024-05-07T07:07:23.853Z,GREENVILLE,Asia/Jakarta,RENEWAL
b62a7c92952b0d3405beac871623e0e6,PENDING,2024-06-07T21:57:39.64Z,MAMPANG,Asia/Jakarta,RENEWAL
53cbc8b2644b354da76ef79d4418c26f,FAILED,2024-05-13T04:36:32.385Z,SERPONG,Asia/Jakarta,UPGRADE
b162625d4dc9992480bc487ed60fbba1,PAID,2024-06-10T01:07:25.380Z,GADING SERPONG,Asia/Jakarta,NEW
fa511897f6562f9864577f93025ce3c7,PAID,2024-03-08T02:41:31.683Z,CIKINI,Asia/Jakarta,REJOIN
28b5256115d6b5f472cfec2bcc14543c,PAID,2024-01-06T00:09:24.009Z,CIKINI,Asia/Jakarta,RENEWAL
cb43b4b5c9df6f0e086c53c8c70c3704,PAID,2024-08-30T09:29:32.684Z,ALAM SUTERA,Asia/Jakarta,REJOIN
72ef604e326459f4c6a7ecae5afb33cc,PAID,2024-04-29T23:42:04.288Z,SUDIRMAN,Asia/Jakarta,RENEWAL
43151249748cb5ec8752e91ee0b38d57,PENDING,2024-07-20T01:17:36.487Z,ALAM SUTERA,Asia/Jakarta,NEW
041282c19d23c7e56f5fe38f1dcb91f1,PENDING,2024-01-31T08:40:31.42Z,DENPASAR,Asia/Makassar,NEW
4ac745dd323593b1a8d0287fa4e69847,PAID,2024-08-14T10:10:31.276Z,KEMANG,Asia/Jakarta,NEW
f060f1fdb0b7728c2e6437a9e88f3055,PAID,2024-07-04T11:07:10.495Z,ADITYAWARMAN,Asia/Jakarta,NEW
e36ca2a770835eb71b58f92a0409605a,PAID,2024-05-31T21:36:56.15Z,SUNSET ROAD,Asia/Makassar,NEW
f10b679530df4750ed34bc763cdd19fb,REFUNDED,2024-03-24T18:47:40.070Z,BINTARO,Asia/Jakarta,NEW
9cec2b068bf973e19db8fb1d04e28d75,PAID,2024-07-19T02:39:36.273Z,KEMANG,Asia/Jakarta,NEW
4c247e232356c676ce6e4f8a642e5b78,PENDING,2024-07-30T00:29:44.271Z,KEMANG,Asia/Jakarta,UPGRADE
6143d853445ccbea10248d963fc50f4d,FAILED,2024-08-02T18:33:25.304Z,ADITYAWARMAN,Asia/Jakarta,REJOIN
fd9b5493c169a54adf849e80582f6925,PAID,2024-08-21T21:13:33.061Z,SUNSET ROAD,Asia/Makassar,NEW
4db1ac62a522626886c15edec8c9141e,PAID,2024-03-10T22:42:02.722Z,KUNINGAN,Asia/Jakarta,NEW
f40b415ae7a04b150b8a589721daba60,EXPIRED,2024-08-04T10:27:28.551Z,TEBET,Asia/Jakarta,NEW
12aacbe003c28c28eb674fca4b7c5ea7,PENDING,2024-01-03T19:13:41.728Z,SETIABUDI,Asia/Jakarta,NEW
7d25bd5fa01195471ed87495ffbd1152,PENDING,2024-04-02T15:41:30.226Z,MENTENG,Asia/Jakarta,NEW
6406ec6bc9a27d61f5a80bed359959e6,EXPIRED,2024-05-07T20:52:38.835Z,UBUD,Asia/Makassar,NEW
f9d18bfe15f8f40f4859efe4d06f4593,PAID,2024-05-11T09:09:15.073Z,BSD,Asia/Jakarta,NEW
1fbcd732bce5d7c499d1f8d0cd56d43a,PAID,2024-08-18T01:50:01.882Z,BSD,Asia/Jakarta,NEW
bf0d504317ea331916fec72678a18713,PAID,2024-06-09T02:29:19.483Z,DENPASAR,Asia/Makassar,NEW
2d7e419e259d37dd878c23d51127fe76,PAID,2024-07-23T06:30:05.962Z,SETIABUDI,Asia/Jakarta,NEW
d6f5984c035e8049c1c6867feebb20da,PAID,2024-07-25T15:06:44.479Z,GADING SERPONG,Asia/Jakarta,REJOIN
51fed061bccc101dd83d150f6cc9fcef,PAID,2024-05-12T15:17:49.400Z,SUNSET ROAD,Asia/Makassar,NEW
62f7b8c56bbe4db96911410bb93bd939,PAID,2024-05-11T20:10:38.647Z,PONDOK INDAH,Asia/Jakarta,NEW
7f7d334ea9c8ab8b1fbad2285d7dad24,PAID,2024-08-18T21:46:13.504Z,KUNINGAN,Asia/Jakarta,RENEWAL
17ad72f7f02839c8a39d4e1719fef436,PAID,2024-02-08T22:05:18.434Z,ADITYAWARMAN,Asia/Jakarta,NEW
24aa8dc3823215ea139801991c3985f6,CANCELLED,2024-03-04T00:21:58.788Z,MENTENG,Asia/Jakarta,REJOIN
ce04326e67b1c644f6bbdb078a2d471e,PAID,2024-07-24T21:00:46.346Z,BINTARO,Asia/Jakarta,NEW
08f455b7c023566f79fa9d50f891b5a4,PAID,2024-03-27T11:14:21.496Z,TEBET,Asia/Jakarta,RENEWAL
f13c16cbc1e5d7e742702d9d27714eb8,PAID,2024-01-20T13:14:44.256Z,PLUIT,Asia/Jakarta,NEW
3289772b84dfef1674be28fe7178c24f,PAID,2024-02-02T06:07:05.433Z,ARTERI PONDOK INDAH,Asia/Jakarta,NEW
b135acf81bd287bd15165398055acdf3,PAID,2024-08-25T02:04:46.137Z,SERPONG,Asia/Jakarta,NEW
00f44d1ce89099c813a114c85f939d56,PAID,2024-01-21T08:29:25.596Z,SETIABUDI,Asia/Jakarta,NEW
02d487de1120d6d3524a54990e494463,PAID,2024-03-25T07:34:56.528Z,SUNSET ROAD,Asia/Makassar,NEW
a9e8e7847e7053987ec10b9a807d901e,PAID,2024-02-04T00:15:44.275Z,CIKINI,Asia/Jakarta,RENEWAL
52db018f9e1925270aaec1d8e71b2f8e,PAID,2024-03-27T05:27:56.471Z,SERPONG,Asia/Jakarta,NEW
482456c70ea112f5ff6c3917a41dd72f,PAID,2024-07-16T14:47:54.929Z,GADING SERPONG,Asia/Jakarta,NEW
73712fa4ddd3058c946870120adc009b,PAID,2024-05-19T12:33:52.297Z,KUNINGAN,Asia/Jakarta,NEW
fc54e0dd1fa6698de50caa11e57f3a08,PAID,2024-05-23T14:52:25.845Z,SEMINYAK,Asia/Makassar,RENEWAL
537dfc8d17b37807b92f513e8d8abf38,PAID,2024-02-23T09:42:45.877Z,SUNSET ROAD,Asia/Makassar,NEW
a246c66684f3285b0a5e46584a6b478b,PAID,2024-07-06T02:08:26.15Z,GADING SERPONG,Asia/Jakarta,NEW
ec3dcd7bbc117dc8bd7e1161e4ff0d1e,REFUNDED,2024-03-05T14:09:32.858Z,SENAYAN,Asia/Jakarta,RENEWAL
3544529a73469cda01d2c02eca683032,PENDING,2024-02-13T18:28:45.526Z,TEBET,Asia/Jakarta,NEW
68680e9542ed69830b29002a9fa80f7d,REFUNDED,2024-02-17T09:22:24.415Z,BENHIL,Asia/Jakarta,NEW
707671697058983701280799e46d93f3,EXPIRED,2024-08-17T02:40:50.23Z,PLUIT,Asia/Jakarta,NEW
cec05b1622bc7a17598cb95732739f36,PAID,2024-07-06T14:04:03.445Z,SERPONG,Asia/Jakarta,NEW
a70f48f3132d804824e73918a184b9e9,PAID,2024-02-28T12:26:58.064Z,GREENVILLE,Asia/Jakarta,REJOIN
fc8e081c41b27c0bbae8c21b034b3582,PAID,2024-01-29T02:51:15.175Z,BINTARO,Asia/Jakarta,UPGRADE
